date,xsales,antallordre,produkt,sales,invoiced,refunded,sales tax,sales shipping,sales discount,canceled
2024-06-07, 37 413.45,20,64, 37 413.45, 12 748.50, 4 922.35, 7 358.09, 623.00, 2 690.55,0.0
2024-06-08, 12 726.25,11,17, 12 726.25, 557.00, 0.00, 2 420.65, 623.00, 549.75,0.0
2024-06-09, 12 215.40,10,22, 12 215.40, 4 757.80, 1 285.00, 2 264.68, 892.00, 1 284.60,0.0
2024-06-10, 38 833.35,26,39, 38 833.35, 16 477.35, 1 138.00, 7 553.07, 1 068.00, 1 645.65,0.0
2024-06-11, 20 166.00,18,30, 20 166.00, 11 042.00, 0.00, 3 682.00, 1 756.00, 0.00,0.0
2024-06-12, 52 522.55,31,93, 52 522.55, 15 147.15, 5 868.00, 10 219.71, 1 424.00, 1 953.45,0.0
2024-06-13, 29 849.00,20,47, 29 849.00, 18 131.40, 3 284.00, 5 774.00, 979.00, 3 807.00,0.0
2024-06-14, 16 830.20,15,40, 16 830.20, 8 945.20, 6 652.00, 3 152.44, 1 068.00, 982.80,0.0
2024-06-15, 7 783.00,6,13, 7 783.00, 6 018.00, 0.00, 1 485.40, 356.00, 0.00,0.0
2024-06-16, 21 809.95,15,32, 21 809.95, 14 503.30, 3 698.00, 4 166.19, 979.00, 1 327.05,0.0
2024-06-17, 21 948.80,17,26, 21 948.80, 10 286.00, 7 192.00, 4 193.96, 979.00, 358.20,0.0
2024-06-18, 15 526.05,13,17, 15 526.05, 5 613.45, 0.00, 2 927.21, 890.00, 2 881.95,0.0
2024-06-19, 28 904.20,24,43, 28 904.20, 11 944.00, 649.00, 5 394.04, 1 934.00, 2 260.80,0.0
2024-06-20, 14 509.75,13,21, 14 509.75, 4 468.30, 1 998.00, 2 723.95, 890.00, 764.25,0.0
2024-06-21, 11 381.00,10,16, 11 381.00, 6 281.00, 3 284.00, 2 133.80, 712.00, 0.00,0.0
2024-06-22, 9 365.00,13,18, 9 365.00, 4 971.00, 1 487.00, 1 659.40, 1 068.00, 0.00,0.0
2024-06-23, 21 215.00,14,28, 21 215.00, 13 230.00, 0.00, 4 118.40, 623.00, 0.00,0.0
2024-06-24, 15 673.00,14,25, 15 673.00, 10 306.00, 0.00, 2 752.60, 1 910.00, 0.00,0.0
2024-06-25, 25 404.00,16,29, 25 404.00, 16 101.00, 3 535.00, 4 956.20, 623.00, 0.00,0.0
2024-06-26, 21 192.50,17,26, 21 192.50, 8 386.50, 1 145.50, 4 060.50, 890.00, 0.00,0.0
2024-06-27, 22 289.20,12,36, 22 289.20, 16 189.05, 2 198.00, 4 147.04, 1 554.00, 562.80,0.0
2024-06-28, 17 408.30,11,26, 17 408.30, 8 242.30, 0.00, 3 374.86, 534.00, 299.70,0.0
2024-06-29, 18 188.15,12,16, 18 188.15, 3 830.00, 1 123.00, 3 513.03, 623.00, 584.85,0.0
2024-06-30, 21 631.40,17,29, 21 631.40, 3 683.00, 0.00, 4 094.88, 1 157.00, 336.60,0.0
2024-07-01, 42 164.80,32,61, 42 164.80, 14 718.30, 908.00, 7 872.96, 2 800.00, 814.20,0.0
2024-07-02, 21 025.00,14,24, 21 025.00, 10 429.00, 0.00, 3 907.20, 1 489.00, 0.00,0.0
2024-07-03, 16 570.20,13,22, 16 570.20, 8 104.20, 1 598.00, 3 153.84, 801.00, 958.80,0.0
2024-07-04, 13 267.00,10,17, 13 267.00, 3 899.00, 0.00, 2 546.60, 534.00, 0.00,0.0
2024-07-05, 3 577.00,5,8, 3 577.00, 0.00, 0.00, 626.40, 445.00, 0.00,0.0
2024-07-06, 16 188.15,10,20, 16 188.15, 10 614.00, 7 090.00, 3 113.03, 623.00, 584.85,0.0
2024-07-07, 20 523.30,15,25, 20 523.30, 6 056.30, 597.30, 3 891.06, 1 068.00, 89.70,0.0
2024-07-08, 19 131.15,12,23, 19 131.15, 9 300.00, 4 195.00, 3 719.43, 534.00, 329.85,0.0
2024-07-09, 18 414.15,12,19, 18 414.15, 4 540.00, 0.00, 3 558.23, 623.00, 29.85,0.0
2024-07-10, 12 930.00,8,17, 12 930.00, 6 493.00, 1 797.00, 2 532.60, 267.00, 0.00,0.0
2024-07-11, 18 957.00,11,23, 18 957.00, 11 803.35, 0.00, 3 684.60, 534.00, 1 224.00,0.0
2024-07-12, 13 984.00,12,18, 13 984.00, 7 467.00, 0.00, 2 654.40, 712.00, 0.00,0.0
2024-07-13, 15 529.00,11,16, 15 529.00, 5 003.00, 1 278.00, 3 016.80, 445.00, 0.00,0.0
2024-07-14, 9 630.00,9,12, 9 630.00, 2 583.00, 1 487.00, 1 783.60, 712.00, 0.00,0.0
2024-07-15, 15 624.00,13,25, 15 624.00, 3 902.00, 2 994.00, 2 929.00, 979.00, 0.00,0.0
2024-07-16, 26 468.00,14,44, 26 468.00, 12 376.00, 1 108.00, 5 049.20, 1 222.00, 0.00,0.0
2024-07-17, 6 263.00,8,10, 6 263.00, 1 278.00, 0.00, 1 128.00, 623.00, 0.00,0.0
2024-07-18, 25 148.45,16,37, 25 148.45, 18 225.45, 4 275.00, 4 833.49, 981.00, 359.55,0.0
2024-07-19, 20 306.00,10,28, 20 306.00, 12 569.00, 8 290.00, 3 954.40, 534.00, 0.00,0.0
2024-07-20, 11 356.15,8,19, 11 356.15, 9 342.15, 2 226.15, 2 182.23, 445.00, 149.85,0.0
2024-07-21, 14 354.70,13,24, 14 354.70, 7 652.75, 3 577.75, 2 728.54, 712.00, 513.30,0.0
2024-07-22, 12 242.40,8,20, 12 242.40, 8 579.00, 0.00, 2 361.26, 445.00, 82.60,0.0
2024-07-23, 22 102.95,18,38, 22 102.95, 13 168.30, 2 991.00, 4 104.99, 1 578.00, 637.05,0.0
2024-07-24, 15 960.70,11,18, 15 960.70, 7 888.90, 2 199.00, 3 067.54, 623.00, 1 074.30,0.0
2024-07-25, 8 265.00,10,16, 8 265.00, 4 469.00, 0.00, 1 492.80, 801.00, 0.00,0.0
2024-07-26, 11 679.00,13,20, 11 679.00, 5 002.00, 0.00, 2 140.00, 979.00, 0.00,0.0
2024-07-27, 8 917.15,8,12, 8 917.15, 3 470.00, 688.00, 1 676.63, 534.00, 374.85,0.0
2024-07-28, 8 886.75,9,16, 8 886.75, 6 637.65, 3 276.00, 1 652.75, 623.00, 230.25,0.0
2024-07-29, 15 657.45,10,36, 15 657.45, 9 690.65, 1 577.00, 3 042.49, 445.00, 1 331.55,0.0
2024-07-30, 14 982.00,10,12, 14 982.00, 7 758.00, 1 088.00, 2 889.60, 534.00, 0.00,0.0
2024-07-31, 7 840.00,9,12, 7 840.00, 1 337.00, 0.00, 1 425.60, 712.00, 0.00,0.0
2024-08-01, 14 137.30,16,23, 14 137.30, 5 882.00, 1 346.00, 2 580.04, 1 246.00, 55.70,0.0
2024-08-02, 6 100.65,6,8, 6 100.65, 5 172.00, 598.00, 1 148.93, 356.00, 97.35,0.0
2024-08-03, 12 700.90,8,35, 12 700.90, 11 153.90, 0.00, 2 451.18, 445.00, 449.10,0.0
2024-08-04, 11 376.30,9,18, 11 376.30, 6 685.30, 3 899.00, 2 168.46, 534.00, 299.70,0.0
2024-08-05, 7 021.00,7,13, 7 021.00, 2 499.00, 0.00, 1 297.40, 534.00, 0.00,0.0
2024-08-06, 11 150.80,14,19, 11 150.80, 4 933.00, 0.00, 2 016.56, 1 068.00, 58.20,0.0
2024-08-07, 11 769.65,10,16, 11 769.65, 5 897.00, 3 899.00, 2 229.33, 623.00, 97.35,0.0
2024-08-08, 20 583.00,11,21, 20 583.00, 13 349.00, 10 062.00, 4 009.80, 534.00, 0.00,0.0
2024-08-09, 12 989.75,10,15, 12 989.75, 12 135.75, 2 739.60, 2 491.15, 534.00, 889.25,0.0
2024-08-10, 10 998.65,10,14, 10 998.65, 6 600.65, 1 099.65, 1 835.53, 1 821.00, 178.35,0.0
2024-08-11, 13 552.50,9,15, 13 552.50, 5 692.30, 0.00, 2 641.08, 356.00, 408.50,0.0
2024-08-12, 23 035.15,17,34, 23 035.15, 6 061.00, 3 485.00, 4 411.23, 979.00, 29.85,0.0
2024-08-13, 24 091.30,16,42, 24 091.30, 9 446.30, 2 843.00, 4 675.86, 712.00, 269.70,0.0
2024-08-14, 16 689.70,14,29, 16 689.70, 5 704.70, 0.00, 3 159.94, 890.00, 331.30,0.0
2024-08-15, 15 351.00,12,20, 15 351.00, 8 070.00, 2 787.00, 2 808.00, 1 311.00, 0.00,0.0
2024-08-16, 14 770.00,11,23, 14 770.00, 6 901.00, 2 246.00, 2 829.40, 623.00, 0.00,0.0
2024-08-17, 10 546.30,9,17, 10 546.30, 2 915.30, 1 698.30, 1 948.66, 803.00, 299.70,0.0
2024-08-18, 12 910.15,14,24, 12 910.15, 2 966.00, 2 499.00, 2 386.23, 979.00, 44.85,0.0
2024-08-19, 22 300.50,17,53, 22 300.50, 12 747.00, 2 199.00, 4 282.10, 890.00, 286.50,0.0
2024-08-20, 14 578.60,13,33, 14 578.60, 1 584.00, 1 584.00, 2 737.72, 890.00, 938.40,0.0
2024-08-21, 20 072.30,15,19, 20 072.30, 9 671.30, 2 499.00, 3 854.26, 801.00, 299.70,0.0
2024-08-22, 13 889.00,8,16, 13 889.00, 6 094.00, 0.00, 2 688.80, 445.00, 0.00,0.0
2024-08-23, 13 489.00,9,16, 13 489.00, 7 972.00, 3 976.00, 2 608.80, 445.00, 0.00,0.0
2024-08-24, 10 199.60,10,22, 10 199.60, 5 284.30, 1 783.30, 1 917.10, 623.00, 331.40,0.0
2024-08-25, 10 273.00,10,19, 10 273.00, 2 445.00, 0.00, 1 912.20, 712.00, 0.00,0.0
2024-08-26, 21 370.95,16,33, 21 370.95, 6 000.30, 1 976.30, 4 078.39, 979.00, 199.05,0.0
2024-08-27, 10 293.00,9,9, 10 293.00, 3 927.00, 0.00, 1 778.20, 1 402.00, 0.00,0.0
2024-08-28, 12 855.00,8,19, 12 855.00, 4 961.00, 0.00, 2 362.20, 1 044.00, 0.00,0.0
2024-08-29, 13 204.00,10,17, 13 204.00, 7 129.00, 0.00, 2 480.60, 801.00, 0.00,0.0
2024-08-30, 13 701.55,10,20, 13 701.55, 8 025.30, 6 072.00, 2 633.51, 534.00, 642.45,0.0
2024-08-31, 14 118.00,8,18, 14 118.00, 9 281.00, 1 188.00, 2 752.40, 356.00, 0.00,0.0
2024-09-01, 15 915.00,11,19, 15 915.00, 4 793.00, 0.00, 3 076.20, 534.00, 0.00,0.0
2024-09-02, 10 788.80,7,29, 10 788.80, 5 885.30, 0.00, 2 086.56, 356.00, 838.20,0.0
2024-09-03, 5 891.00,7,12, 5 891.00, 1 435.00, 618.00, 1 053.60, 623.00, 0.00,0.0
2024-09-04, 10 709.00,11,13, 10 709.00, 4 290.00, 0.00, 1 999.40, 712.00, 0.00,0.0
2024-09-05, 11 785.30,10,18, 11 785.30, 6 682.65, 4 244.00, 2 232.46, 623.00, 239.70,0.0
2024-09-06, 10 067.00,10,25, 10 067.00, 4 086.00, 0.00, 1 871.00, 712.00, 0.00,0.0
2024-09-07, 8 091.00,8,12, 8 091.00, 3 486.00, 0.00, 1 391.60, 1 133.00, 0.00,0.0
2024-09-08, 16 927.50,14,31, 16 927.50, 12 050.50, 3 384.60, 3 087.70, 1 489.00, 961.50,0.0
2024-09-09, 23 265.75,17,30, 23 265.75, 11 848.95, 0.00, 4 475.15, 890.00, 464.25,0.0
2024-09-10, 12 722.45,13,18, 12 722.45, 5 651.30, 3 787.30, 2 348.69, 979.00, 488.55,0.0
2024-09-11, 17 687.45,14,30, 17 687.45, 12 223.80, 3 960.05, 3 395.09, 712.00, 2 689.55,0.0
2024-09-12, 14 204.10,14,20, 14 204.10, 6 336.10, 687.00, 2 645.02, 979.00, 264.90,0.0
2024-09-13, 7 837.35,8,11, 7 837.35, 3 309.35, 1 618.20, 1 442.87, 623.00, 314.65,0.0
2024-09-14, 12 258.00,14,20, 12 258.00, 6 749.00, 986.00, 2 238.00, 1 068.00, 0.00,0.0
2024-09-15, 21 211.45,16,37, 21 211.45, 13 563.45, 1 935.45, 4 064.29, 890.00, 341.55,0.0
2024-09-16, 10 912.00,6,15, 10 912.00, 8 650.00, 0.00, 2 129.00, 267.00, 0.00,0.0
2024-09-17, 9 917.60,12,16, 9 917.60, 6 793.60, 0.00, 1 805.52, 890.00, 659.40,0.0
2024-09-18, 18 479.45,17,27, 18 479.45, 7 011.30, 1 798.00, 3 446.69, 1 246.00, 449.55,0.0
2024-09-19, 22 569.80,19,28, 22 569.80, 7 067.00, 0.00, 4 246.96, 1 335.00, 367.20,0.0
2024-09-20, 20 148.40,13,36, 20 148.40, 11 971.90, 5 226.30, 3 887.28, 712.00, 1 137.60,0.0
2024-09-21, 5 423.15,5,9, 5 423.15, 4 232.00, 0.00, 1 031.23, 267.00, 44.85,0.0
2024-09-22, 11 357.00,10,17, 11 357.00, 4 376.00, 0.00, 2 164.60, 534.00, 0.00,0.0
2024-09-23, 8 888.65,11,15, 8 888.65, 4 831.00, 848.00, 1 617.53, 801.00, 67.35,0.0
2024-09-24, 22 118.60,16,35, 22 118.60, 10 294.85, 6 860.85, 4 245.72, 890.00, 906.40,0.0
2024-09-25, 12 280.95,9,21, 12 280.95, 7 139.00, 0.00, 2 368.97, 445.00, 153.05,0.0
2024-09-26, 17 029.30,14,20, 17 029.30, 3 356.00, 2 799.00, 3 210.06, 979.00, 269.70,0.0
2024-09-27, 15 712.10,9,23, 15 712.10, 10 605.10, 4 178.10, 3 053.42, 445.00, 219.90,0.0
2024-09-28, 4 263.00,3,6, 4 263.00, 0.00, 0.00, 834.80, 89.00, 0.00,0.0
2024-09-29, 2 704.00,3,4, 2 704.00, 0.00, 0.00, 505.20, 178.00, 0.00,0.0
2024-09-30, 16 616.00,14,34, 16 616.00, 3 159.00, 988.00, 3 145.20, 890.00, 0.00,0.0
2024-10-01, 9 659.75,8,18, 9 659.75, 3 215.00, 0.00, 1 860.75, 356.00, 308.25,0.0
2024-10-02, 21 248.45,23,35, 21 248.45, 10 060.00, 1 288.00, 3 875.89, 1 869.00, 215.55,0.0
2024-10-03, 22 272.80,15,60, 22 272.80, 10 453.00, 617.00, 4 294.36, 801.00, 358.20,0.0
2024-10-04, 14 474.55,10,15, 14 474.55, 6 551.40, 0.00, 2 788.11, 534.00, 914.45,0.0
2024-10-05, 8 250.00,8,13, 8 250.00, 3 384.00, 0.00, 1 525.40, 623.00, 0.00,0.0
2024-10-06, 16 785.00,13,29, 16 785.00, 5 867.00, 0.00, 3 196.80, 801.00, 997.00,0.0
2024-10-07, 19 178.00,17,29, 19 178.00, 5 777.15, 0.00, 3 537.80, 1 489.00, 452.00,0.0
2024-10-08, 10 345.00,9,18, 10 345.00, 6 740.00, 4 792.00, 1 842.40, 1 133.00, 0.00,0.0
2024-10-09, 3 789.10,5,5, 3 789.10, 0.00, 0.00, 704.42, 267.00, 52.90,0.0
2024-10-10, 6 580.65,5,11, 6 580.65, 381.65, 0.00, 1 298.33, 89.00, 67.35,0.0
2024-10-11, 25 053.55,14,43, 25 053.55, 14 093.90, 3 285.25, 4 939.51, 356.00, 849.45,0.0
2024-10-12, 3 233.15,3,6, 3 233.15, 2 384.00, 1 637.00, 628.83, 89.00, 149.85,0.0
2024-10-13, 12 126.00,10,17, 12 126.00, 7 535.00, 2 098.00, 2 198.60, 1 133.00, 0.00,0.0
2024-10-14, 28 884.75,12,52, 28 884.75, 25 997.75, 0.00, 5 514.75, 1 311.00, 3 314.25,0.0
2024-10-15, 18 288.60,14,26, 18 288.60, 6 785.60, 0.00, 3 359.92, 1 489.00, 194.40,0.0
2024-10-16, 9 743.15,9,10, 9 743.15, 0.00, 0.00, 1 824.03, 623.00, 29.85,0.0
2024-10-17, 16 473.15,11,20, 16 473.15, 2 495.00, 0.00, 3 170.03, 623.00, 419.85,0.0
2024-10-18, 12 580.00,8,15, 12 580.00, 2 997.00, 0.00, 2 427.00, 445.00, 0.00,0.0
2024-10-19, 8 544.00,8,10, 8 544.00, 1 446.00, 0.00, 1 602.00, 534.00, 0.00,0.0
2024-10-20, 11 542.20,11,24, 11 542.20, 6 068.20, 0.00, 2 046.24, 1 311.00, 279.80,0.0
2024-10-21, 13 311.95,10,20, 13 311.95, 9 145.95, 0.00, 2 555.59, 534.00, 562.05,0.0
2024-10-22, 10 286.00,11,16, 10 286.00, 10 286.00, 358.00, 1 914.80, 712.00, 0.00,0.0
2024-10-23, 10 113.30,9,14, 10 113.30, 8 438.30, 2 446.00, 1 813.86, 1 044.00, 350.70,0.0
2024-10-24, 11 323.00,6,14, 11 323.00, 9 167.00, 1 288.00, 2 211.20, 267.00, 0.00,0.0
2024-10-25, 10 513.00,8,12, 10 513.00, 1 367.00, 0.00, 1 977.60, 625.00, 0.00,0.0
2024-10-26, 10 165.55,9,16, 10 165.55, 1 525.00, 0.00, 1 908.51, 623.00, 741.45,0.0
2024-10-27, 13 375.00,9,23, 13 375.00, 7 848.00, 5 992.00, 2 621.60, 267.00, 0.00,0.0
2024-10-28, 6 744.40,10,14, 6 744.40, 0.00, 0.00, 1 206.48, 712.00, 143.60,0.0
2024-10-29, 6 195.30,9,22, 6 195.30, 4 056.30, 0.00, 1 150.06, 445.00, 89.70,0.0
2024-10-30, 15 366.55,10,36, 15 366.55, 5 290.40, 1 146.65, 3 002.11, 356.00, 2 853.45,0.0
2024-10-31, 11 713.65,10,17, 11 713.65, 5 840.65, 2 098.00, 2 218.13, 623.00, 202.35,0.0
2024-11-01, 3 308.00,5,7, 3 308.00, 1 964.00, 0.00, 572.60, 445.00, 0.00,0.0
2024-11-02, 12 096.00,10,17, 12 096.00, 5 035.00, 0.00, 2 258.60, 803.00, 0.00,0.0
2024-11-03, 5 313.35,7,10, 5 313.35, 2 526.00, 0.00, 938.07, 623.00, 69.65,0.0
2024-11-04, 17 478.40,12,47, 17 478.40, 6 962.80, 0.00, 3 371.08, 623.00, 2 627.60,0.0
2024-11-05, 6 904.90,5,9, 6 904.90, 3 292.90, 0.00, 1 327.58, 267.00, 1 773.10,0.0
2024-11-06, 7 314.65,8,12, 7 314.65, 0.00, 0.00, 1 356.13, 534.00, 67.35,0.0
2024-11-07, 8 874.10,7,12, 8 874.10, 5 854.10, 0.00, 1 703.62, 356.00, 759.90,0.0
2024-11-08, 8 754.45,8,12, 8 754.45, 4 375.45, 0.00, 1 679.69, 356.00, 419.55,0.0
2024-11-09, 6 383.00,6,12, 6 383.00, 2 884.00, 0.00, 1 187.60, 445.00, 0.00,0.0
2024-11-10, 7 050.80,5,6, 7 050.80, 4 383.65, 0.00, 1 392.36, 89.00, 232.20,0.0
2024-11-11, 14 899.80,12,23, 14 899.80, 4 068.80, 0.00, 2 855.36, 623.00, 70.20,0.0
2024-11-12, 20 058.75,10,19, 20 058.75, 8 722.45, 0.00, 3 820.75, 955.00, 1 947.25,0.0
2024-11-13, 5 965.00,7,10, 5 965.00, 0.00, 0.00, 1 086.20, 534.00, 0.00,0.0
2024-11-14, 17 950.45,15,22, 17 950.45, 4 393.65, 1 138.00, 3 412.09, 890.00, 227.55,0.0
2024-11-15, 7 988.60,7,8, 7 988.60, 6 105.65, 2 999.00, 1 526.52, 356.00, 359.40,0.0
2024-11-16, 12 174.40,7,34, 12 174.40, 3 079.65, 0.00, 2 381.48, 267.00, 1 808.60,0.0
2024-11-17, 7 818.15,9,13, 7 818.15, 1 168.70, 0.00, 1 474.63, 445.00, 733.85,0.0
2024-11-18, 36 758.75,20,40, 36 758.75, 13 552.80, 2 878.20, 7 227.15, 623.00, 1 094.25,0.0
2024-11-19, 19 683.10,10,23, 19 683.10, 13 412.10, 0.00, 3 865.42, 356.00, 369.90,0.0
2024-11-20, 23 913.55,15,32, 23 913.55, 13 548.05, 7 332.00, 4 693.71, 445.00, 2 250.45,0.0
2024-11-21, 21 440.40,10,30, 21 440.40, 16 464.20, 3 420.00, 4 252.48, 178.00, 3 377.60,0.0
2024-11-22, 7 005.00,7,12, 7 005.00, 1 710.00, 0.00, 1 312.00, 445.00, 0.00,0.0
2024-11-23, 2 826.00,2,2, 2 826.00, 1 388.00, 0.00, 529.60, 178.00, 0.00,0.0
2024-11-24, 10 765.70,10,14, 10 765.70, 2 576.00, 0.00, 1 992.94, 801.00, 699.30,0.0
2024-11-25, 15 522.70,15,30, 15 522.70, 676.60, 0.00, 2 979.94, 623.00, 600.30,0.0
2024-11-26, 13 784.20,10,15, 13 784.20, 8 638.75, 0.00, 2 685.64, 356.00, 706.80,0.0
2024-11-27, 12 066.50,8,24, 12 066.50, 7 992.00, 0.00, 2 324.30, 445.00, 0.00,0.0
2024-11-28, 15 628.85,11,47, 15 628.85, 5 075.00, 5 075.00, 3 054.57, 356.00, 2 180.15,0.0
2024-11-29, 30 678.55,34,46, 30 678.55, 13 888.30, 0.00, 6 135.71, 0.00, 3 524.45,0.0
2024-11-30, 13 937.25,10,26, 13 937.25, 7 028.20, 0.00, 2 698.45, 445.00, 2 571.75,0.0
2024-12-01, 5 342.80,6,10, 5 342.80, 0.00, 0.00, 997.36, 356.00, 163.20,0.0
2024-12-02, 13 200.40,10,25, 13 200.40, 3 673.00, 0.00, 2 515.48, 623.00, 217.60,0.0
2024-12-03, 13 403.20,13,17, 13 403.20, 6 026.15, 1 438.00, 2 520.44, 801.00, 790.80,0.0
2024-12-04, 12 542.55,8,44, 12 542.55, 3 116.05, 0.00, 2 317.51, 955.00, 2 718.45,0.0
2024-12-05, 3 585.35,3,3, 3 585.35, 0.00, 0.00, 681.47, 178.00, 1 049.65,0.0
2024-12-06, 5 614.00,3,4, 5 614.00, 1 438.00, 0.00, 1 087.20, 178.00, 0.00,0.0
2024-12-07, 5 883.95,5,6, 5 883.95, 4 407.95, 0.00, 1 123.39, 267.00, 577.05,0.0
2024-12-08, 1 655.10,3,3, 1 655.10, 928.00, 0.00, 295.42, 178.00, 19.90,0.0
2024-12-09, 13 228.20,13,20, 13 228.20, 2 777.60, 0.00, 2 538.84, 534.00, 2 331.80,0.0
2024-12-10, 3 062.00,4,4, 3 062.00, 1 088.00, 0.00, 541.20, 356.00, 0.00,0.0
2024-12-11, 9 890.00,8,14, 9 890.00, 2 698.00, 2 698.00, 1 871.20, 534.00, 0.00,0.0
2024-12-12, 44 075.80,27,69, 44 075.80, 14 232.20, 3 296.00, 8 570.76, 1 222.00, 3 236.20,0.0
2024-12-13, 17 008.10,14,50, 17 008.10, 7 501.05, 5 094.00, 3 281.82, 599.00, 3 250.90,0.0
2024-12-14, 10 234.10,7,16, 10 234.10, 4 084.00, 0.00, 2 046.82, 0.00, 2 010.90,0.0
2024-12-15, 10 249.00,9,12, 10 249.00, 0.00, 0.00, 2 049.80, 0.00, 0.00,0.0
2024-12-16, 25 983.35,20,36, 25 983.35, 12 341.35, 679.15, 4 957.07, 1 198.00, 1 108.65,0.0
2024-12-17, 11 273.00,11,17, 11 273.00, 6 570.00, 0.00, 2 254.60, 0.00, 0.00,0.0
2024-12-18, 8 166.00,12,14, 8 166.00, 799.00, 0.00, 1 633.20, 0.00, 0.00,0.0
2024-12-19, 5 416.90,7,14, 5 416.90, 0.00, 0.00, 1 083.38, 0.00, 719.10,0.0
2024-12-20, 8 735.80,7,15, 8 735.80, 4 204.60, 1 349.00, 1 747.16, 0.00, 489.20,0.0
2024-12-21, 2 115.00,3,5, 2 115.00, 0.00, 0.00, 423.00, 0.00, 0.00,0.0
2024-12-22, 5 252.00,4,8, 5 252.00, 1 947.00, 0.00, 1 050.40, 0.00, 0.00,0.0
2024-12-23, 1 665.35,4,4, 1 665.35, 199.00, 0.00, 333.07, 0.00, 90.65,0.0
2024-12-24, 2 439.65,3,3, 2 439.65, 2 240.65, 0.00, 487.93, 0.00, 157.35,0.0
2024-12-25, 8 704.95,8,14, 8 704.95, 4 992.00, 0.00, 1 621.19, 599.00, 100.05,0.0
2024-12-26, 3 578.80,3,8, 3 578.80, 1 381.90, 0.00, 715.76, 0.00, 1 543.20,0.0
2024-12-27, 7 408.25,9,16, 7 408.25, 770.95, 0.00, 1 481.65, 0.00, 375.75,0.0
2024-12-28, 3 861.75,4,7, 3 861.75, 1 637.20, 199.00, 772.35, 0.00, 631.25,0.0
2024-12-29, 8 756.65,6,10, 8 756.65, 5 701.65, 0.00, 1 631.53, 599.00, 202.35,0.0
2024-12-30, 6 992.20,5,6, 6 992.20, 4 564.00, 0.00, 1 278.64, 599.00, 810.80,0.0
2024-12-31, 8 790.20,7,11, 8 790.20, 3 335.40, 0.00, 1 758.04, 0.00, 1 258.80,0.0
2025-01-01, 8 535.75,5,12, 8 535.75, 5 892.00, 0.00, 1 587.35, 599.00, 951.25,0.0
2025-01-02, 6 085.35,8,9, 6 085.35, 2 201.15, 0.00, 1 217.07, 0.00, 395.65,0.0
, 6 710 142.76,4948,9730, 6 710 142.76, 2 116 815.01, 369 909.85, 1 280 316.80, 309 144.00, 183 534.93,0.0
